County,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Chattooga County,-0.010362893905539683,-0.002102067032582089,-0.022352252779403115,-0.007621099672811438,0.0018897511157573987,-0.002849345854402441,-0.0036221676661166713,0.0031910166821504937,0.0004026413271058793,0.00301859454238107,0.00044139480759208816
Cherokee County,0.011815486976480605,0.01341329573998129,0.016684036431193094,0.026148539033390872,0.02252007696350322,0.02763099768927546,0.024862666319457327,0.025542057884038405,0.02044227358353301,0.033020522208305314,0.02451845412862852
Clarke County,0.007155696019218061,0.014260460631486449,0.008439311178751518,-0.004052031390839095,0.026437058379069622,0.010127729107514138,0.014422653415870457,0.00398661130145106,0.008326846413323041,0.0019572981487545604,0.0017277743620076613
Clay County,-0.004093198992443314,-0.0177047107176731,-0.02896684905053104,0.01889294000662911,0.0019518542615484247,-0.02110389610389607,-0.014593698175787706,-0.023561090541905028,0.0,-0.022750775594622574,0.016578483245149878
Clayton County,0.008395569047976226,0.012553370904414995,-0.004665166879576188,0.009934389114574893,0.0229309821298036,0.023717906433005753,0.01728680561024687,0.017784815694554368,0.010977460766382396,0.017144088316165318,-0.0010658435798894805
Clinch County,-0.006652868125369582,-0.004613781812769724,0.010167464114832603,0.003552397868561208,0.0070796460176991705,-0.009666080843585223,-0.015380065069506066,-0.008561129468308781,0.005453719133464707,0.012957661594093617,0.0002974862412612467
Cobb County,0.010277836592984979,0.014194068865924336,0.013797261778556003,0.016169992949536915,0.015911311031027164,0.012630032944384029,0.006135419963753774,0.005006895764447572,0.0051866712981734064,0.006765563818884157,0.0007739402695610131
Coffee County,0.0062954901823117915,0.0030931671240523873,-0.0010897034615473533,-0.004433200259957304,0.0024479518802602573,-0.0017210102795478521,-0.0012347404715310484,0.0044085745608919424,0.005062703204830488,-0.005337584916123683,0.007875113248309917
Colquitt County,0.003067619089355267,0.005482983092315097,0.002389797736209731,-0.005613472333600655,-0.008587619877942432,-0.00032977179791582323,0.0006597611664578285,-0.0007472363244763747,0.0022433853124244063,0.006517588711624223,-0.0011773426939345466
Columbia County,0.031060175588830896,0.029255153999006467,0.02738290058144366,0.021955194080685914,0.03424721489983695,0.02521685383114214,0.028010730107978388,0.017409411098005423,0.017681461667497844,-0.002265654334973166,0.018281209136777443
Cook County,-0.00861266294227192,-0.007630899272129565,0.008813439015733948,0.014775725593667577,-0.013347200554688854,0.005797610681658405,0.0024454148471615422,-0.0032525991752337946,0.0046617329992424406,-0.0005220114842526824,-0.00040622098421538855
Coweta County,0.011341342358467621,0.009459772779967457,0.018114444087157677,0.016626560385020195,0.022383146807109844,0.016958840084794202,0.018902825107960153,0.019864821460989557,0.016711966754071828,-0.012464310725637029,0.02252255323791541
Crawford County,-7.951021706287253e-05,-0.0007156488549617812,-0.007400334208641723,-0.006333172999839709,-0.003549818475191646,-0.008177475508056031,-0.0011428571428571122,0.0030238640078457113,0.0058665362991934256,-0.01984609153503447,0.0043801652892561105
Crisp County,0.013526199010069906,-0.006735991243211337,-0.012249396007290247,-0.010298661174047319,-0.00446583420048563,-0.0034406166978789843,-0.009046412026920692,-0.004542447629547919,-0.008417508417508435,-0.10454829773925478,-0.008132920866181004
Dade County,-0.0016233766233766378,-0.004637157482685894,-0.0037512100677637994,-0.01014211101664031,-0.007546475243879969,0.004512858555885346,0.0012923872238290723,-0.0019668100799016264,-0.008313831752678857,0.007514127802272785,0.006286982248520756
Dawson County,0.00040313549832027284,0.007925136563087687,0.009728577140064809,0.012934447866256082,0.015071230020847759,0.01253690471096669,0.03152467883705201,0.028512904547316698,0.039233649326854136,0.03664098731363308,0.05361038192775536
Decatur County,-0.005752291928815434,-0.007448924245163635,-0.0017486975846114916,-0.007955914017736543,-0.004414523783246915,-0.014078261833499583,0.001686530245109008,-0.0042653496464249985,-0.004396347649644916,0.10726147342995174,-0.01022564591996733
DeKalb County,0.008606050804579102,0.017590651914971556,0.010190170558384226,0.010056738892463502,0.013235490805201477,0.016946407818781095,0.005862445955367335,0.00510057471264358,0.005847674563277394,0.005130722222514539,-0.008003079215166742
Dodge County,-0.006894649751792659,-0.0043969267795982425,-0.004044442378318025,-0.011995892457057455,-0.0016062739169462326,-0.012634268679316718,-0.004265311990798382,0.003898541656639498,-0.008917441748969246,-0.03981230650154799,-0.004534233462642923
Dooly County,-0.016161616161616155,-0.013415468856947332,-0.002844456778132387,-0.008696862172128283,-0.015089837170129128,-0.011615477802323082,-0.012689257390050446,0.001752592376223161,-0.023181221752442083,-0.16850746268656713,-0.023065876862322754
Dougherty County,0.005914029686524769,-0.003828355069415257,-0.013461294818193359,-0.0071274922143385044,-0.013139315548369668,-0.013008431997902914,-0.00916283959497588,-0.0032388844835096187,-0.015608367788273014,-0.028319712249869067,-0.0061148466602628515
Douglas County,0.004171223835564675,0.0035229253049695597,0.018593231883949457,0.014704477480324218,0.01580220448718883,0.011121884446472441,0.012261676444043301,0.011820594442857768,0.009775574831336842,-0.014882737932915169,0.009114376077012043
Early County,-0.017481562414640828,-0.01390047261606897,-0.009209660746170467,-0.008726169022099994,0.0007654769878480128,-0.014246103834018586,0.00029097963142588057,-0.0056239697469213645,-0.007703559239395363,0.06259827044025168,-0.01794136687320813
Echols County,0.012207274539113078,-0.02412010829436373,0.00680958385876429,0.008767535070140386,-0.0007449714427613108,-0.02236580516898612,-0.011692933401118433,0.011574074074074181,0.0076277650648359785,-0.0673732021196064,0.0008116883116882079
Effingham County,0.004574129485982237,0.012350831926236427,0.0205397301349326,0.018289995592772224,0.030170237322368898,0.02765864332603929,0.024120603015075348,0.03581111425292338,0.03320808041879442,0.012557893755245297,0.0244205679201841
Elbert County,-0.013879906472314851,-0.012360004035919636,-0.0043418296981151405,-0.0051816129694233215,-0.004538187819091322,-0.009376780811272911,-0.0009413241292751673,-0.0026695979899497013,0.007977746286673915,0.021973444415516852,-0.0024456106384063148
Emanuel County,-0.00499955756127779,0.010582951665258467,-0.004444053328639952,-0.006629541235746439,-0.0004894109272112201,-0.002670821277542812,0.005489846016514255,0.002397017045454586,0.0007970950314408753,0.005752212389380507,-0.0006159260888692897
Evans County,-0.004080522306855294,-0.02777019029409089,0.01067615658362997,0.00148257968865817,-0.010917838638045851,-0.00533208606173996,0.010721339226934967,-0.006513445612729152,-0.0014985482813524298,0.009004783791389137,-0.007901831365622392
Fannin County,-0.0015622361087653802,-0.0012686598722881914,0.009230638946521541,0.0014264736731697258,0.024550672420294184,0.024371294213862305,0.01185581413915604,0.0255246962284994,0.0028082323523754837,-0.025778732545649885,0.016577413765947346
Fayette County,0.0021788325945875098,0.001604911776506679,0.0070801076921642725,0.010693505268123848,0.008749851270833497,0.009789955995100463,0.011968300177907176,0.006277413741054394,0.011576504636778395,0.041833485978455265,0.009485854940933125
Floyd County,-0.0027168277406777186,-0.002391498741863729,-0.0004481781038939703,-7.299193960441652e-05,0.003284877051744628,0.0054152937874833995,0.007536441641682989,0.004596804810227839,0.00426935765573444,0.0027256547165013245,0.0018054020062276965
Forsyth County,0.028811334419699408,0.0276085091405065,0.03760810926528513,0.04550354609929075,0.042778136824916047,0.04488853563453321,0.03853642192197637,0.034717287142439934,0.030733577718788263,0.033365491529858016,0.029352891378478185
Franklin County,-0.00452857531020745,-0.0025020471294695534,0.005883157750718349,0.005939426913311507,0.004236715193581819,0.0023338270275121697,0.024313795728294396,0.0071253715684560515,0.012283519249967512,0.004587942715033044,0.015194843996756191
Fulton County,0.02372458735855454,0.027313731159941845,0.008608433388394454,0.010670737917632511,0.013534934764053208,0.017960690110484512,0.015803620963141807,0.011076965680637318,0.012841459378649445,0.0037595573412305683,-0.0034508144352366488
Gilmer County,-0.0004939491232403004,-0.0013413816230717357,0.01519917995122122,0.009679328714181201,0.01769026518155803,0.01304554079696385,0.01916580258888856,0.017755169018706995,0.01818709490180903,-0.004623911322248597,0.018995195520061126
Glascock County,0.007794738551477831,0.0012890750886238589,-0.015127132281943956,-0.016993464052287632,0.003989361702127603,-0.014569536423841067,0.01848118279569899,-0.020785219399538146,-0.0030323450134770447,-0.025684352821899292,0.01248699271592102
Glynn County,0.004677115987460789,0.009560301037155439,0.007961527525374379,0.008327916303827898,0.014061207609594728,0.010111793493906562,0.007421833252188037,0.003100099014569313,0.00266748140401174,-0.010032112134636617,0.003184562566591609
Gordon County,0.004813956855364232,0.00304383847844103,0.0013646729274030545,0.001452471891979057,0.008630568686434525,0.012160482868808886,0.0033149171270718814,0.009317530242640482,0.005351854097026099,-0.006029700582296793,0.009376733222407063
Grady County,0.0030367203420305078,0.007170457714217315,-0.006447019736581905,0.004617834394904374,-0.005151371057219856,-0.008404365490321086,-0.005342438240610536,-0.0012923027219126082,-0.005742013748483599,0.06641451114364738,-0.011555623355325895
Greene County,0.004506478062214381,0.004174714935510027,0.007756267063787625,0.010898343698048096,0.012303569253258706,0.01636582430806266,0.019713473833767425,0.02931785195936132,0.035307388606881096,0.036445848768794864,0.02685939553219452
Gwinnett County,0.017856899746156785,0.017566727909660296,0.019886384004856206,0.020569516435929414,0.020142310677204067,0.01878691915457731,0.014790824165931138,0.010222264311551044,0.010049866820677655,0.021764478093106554,0.007042172643377809
Habersham County,-0.00039481629430071497,0.007713575428080155,-0.005233670716805361,0.009433087655866146,0.005097237848139091,0.008932038834951417,0.011796404474029742,0.019983440374158112,-0.0008336989907854475,0.012362215098151053,0.014510356794273926
Hall County,0.012378519464652626,0.0100768517655061,0.012615675370378332,0.014464305825945711,0.016351582820529176,0.020426634208760452,0.013651007258788095,0.012783248011103643,0.014469006335776191,-0.0035289511037149834,0.018566818443039645
Hancock County,-0.004134421711014524,-0.033638492654886054,-0.013879709187045619,-0.042560321715817695,0.0009333800023334504,0.007576640634106457,-0.011453031004164727,-0.023522527794031634,0.01569990412272282,0.02914454277286138,-0.010548039440495316
Haralson County,-0.010047630636581761,-0.005232843998033254,0.0011297440423654326,0.0055012871601367586,0.007715778767579673,0.004420004872446315,0.014760914760914678,0.011609642832752787,0.008708566799432882,0.0033797349752375805,0.01957645489411375
Harris County,0.0048527078732074624,0.00807974491533292,-0.0009826802604102625,0.006086315012910459,0.012740604949587508,0.014118924789573661,0.009817045961624249,0.01788186772720568,0.018407038666357955,-0.007417301352733885,0.020013170326681262
Hart County,0.007013511907120407,0.003856142283780617,-0.0021166509877704742,-0.0035745148872653454,0.0018922221784207771,0.0017312610662993944,0.0097804312816685,0.01439240703283029,0.006787330316742057,-0.014816225480860812,0.020992809093017817
Heard County,-0.00920763642507183,-0.006564924545997108,-0.007552351527634782,0.005015565548253109,-0.005592841163310935,0.001817080557237949,0.014683019519778906,0.004511406196799461,0.002033725955427501,-0.03044397463002113,0.00872219799389451
Henry County,0.00922737780552274,0.005378526486705892,0.009815089859502857,0.014136865804492471,0.016375745685467402,0.020743668840164764,0.019028230184581885,0.020541985207284563,0.020872394757105006,0.030455403522378077,0.014130461752226875
Houston County,0.022383807882404794,0.0144402571800748,0.011824486712902482,0.007309028720343225,0.005174191027359942,0.014008324564166896,0.009716631303416712,0.014709636874251197,0.01563185466181527,0.04328990579760772,0.015751147696691392
Irwin County,0.010441683199331697,-0.00816368709310733,-0.02635965826213793,-0.028678437667201684,0.0066101134736147316,0.018605669256867685,0.005909530460943335,0.0035248878444775755,0.00500266098988833,0.02128786274094474,-0.002592554184382423
Jackson County,0.004595921325733832,-0.0020496843486103034,0.006999671376930694,0.013689912867539178,0.021150905432595568,0.026040763568152103,0.03979044722004588,0.039390670941623185,0.03792627972763585,0.05063343148668076,0.04658984252789655
Jasper County,-0.0040322580645161255,-0.014025448235974514,-0.003226279513125041,-0.0047079593938502695,0.011012564671101233,0.007091161634622312,0.007621951219512146,0.010301851451624433,0.013049058756417597,0.030337157739142695,0.0437218199207543
Jeff Davis County,0.0032424563260984307,0.0021766374249718723,-0.010069764380676638,-0.00757928329233426,0.005694379312654929,-0.003863575806021813,0.005282867460211227,-0.0011973657952504269,0.005727605727605667,-0.02145553274617573,0.0064289097922447525
Jefferson County,-0.005926979611190153,-0.025101359408538082,-0.006482783927588498,-0.007263773468759616,-0.012463570409871672,-0.009606932060781115,-0.008558929816775529,-0.013748561197084008,-0.0051222200609479795,0.02046402502606881,-0.008557925661003996
Jenkins County,-0.023557692307692335,0.12186115214180204,0.008997147245995096,-0.016963897346672474,-0.014823008849557562,-0.009319559847293934,0.002380142808568575,-0.006105834464043447,-0.006370875995449388,-0.008243645523242527,-0.0026552759178019025
Johnson County,0.0012010809728755234,0.0004998500449864274,-0.009892086330935301,-0.009688162276718093,-0.009782940996637124,-0.003910672018112571,0.007335468540138335,0.0017435897435897907,-0.004402580116719568,-0.05717811600164546,-0.0008726003490401313
Jones County,0.0033533603465139006,-0.003968806572900663,-0.0016427822439706308,0.002730805587648266,-0.007297231241925939,0.004924029262802554,-0.003954920901582004,0.005059910748796526,0.0030066776212285262,-0.011607236222942574,0.0015516998166174023
Lamar County,-0.005859802847754669,-0.006996088800749201,-0.005547542438699704,0.014559857190672876,0.002309341837576362,0.012781831148170442,0.006499837504062356,0.015283607792487386,0.007155729884448236,-0.02373559286353355,0.02857142857142847
Lanier County,0.03741462931802442,-0.001812804121744116,-0.0054482890460715305,-0.00413262854396923,-0.009457633661455356,0.01753702260327361,0.0011489850631942744,-0.0005738332058148332,0.012535885167464178,-0.06284850203194403,-0.0009076240419524373
Laurens County,-0.01130445565016125,-0.0004598566083484634,-0.0019239214538154803,-0.003645735118486426,-0.0013038083822261015,-0.00429555073592891,0.0015860595935457411,-0.0014568641526963022,0.0057936692533779865,0.04057434776210389,0.0010101622320544124
Lee County,0.005911954111975204,0.004652789924785683,0.011734800473570672,0.0028910686628806914,0.0017845499159201417,0.0004110856085779435,0.007738930931753485,0.01138332936898978,0.009440935358150826,0.10431020136461977,0.006992374694837045
Liberty County,0.03883897279041615,-0.011163931912283376,-0.031698768648615094,0.028492264326211547,-0.03822975224628988,-0.0014572066966743735,0.002383577636528633,-0.015076271049353718,0.03163236815740644,0.03832009297438432,0.007528365532045278
Lincoln County,-0.012296110414052652,-0.013719512195121908,-0.003863987635239541,-0.011636927851047307,0.009942438513867113,0.018005181347150234,0.0,0.008652500318106604,0.005298347420209515,-0.033253858702472106,0.005841121495327117
Long County,0.03581475128644951,0.060674306153540414,0.031037282208205896,0.03319200484554807,0.03734318208465237,0.039389658095507096,0.02337973031752938,0.01732015726277769,0.026060162941299314,-0.17101847610322185,0.053109842205439906
Lowndes County,0.01654451979873106,0.02351168859118169,-0.010127824357592852,0.005708722396778443,-0.0011352635747602369,0.008422833279001951,0.009068907974173701,0.007498160093510453,0.010647897491427472,0.006088435374149714,0.008113864566077211
Lumpkin County,0.005680129454113114,0.007585459560634389,0.006126971711641227,0.008097952837522682,0.005462373883426519,0.004154416464271948,0.044236522181910765,0.0037181518956479476,0.023015728426549975,-0.002849341089873003,0.02030003571853789
McDuffie County,-0.008668531853414652,0.000740260941981985,-0.005732778548312556,0.001069468985399391,-0.0027404895722049627,0.0005123428039124356,0.0016758996322332465,0.0013012966491612321,-0.010582501740543093,0.012665947365952057,0.0021309121230370653
McIntosh County,-0.006008943543879264,-0.02382960776043863,0.010297400446460658,0.0026372059871704323,-0.0024170043363901383,0.002494121000498728,0.001705999431333538,0.010715299460686944,0.0035807063118724614,-0.23170561074576745,0.012839191404115935
Macon County,-0.013111171810980649,-0.010725159147522811,-0.0226620969434147,-0.010806555499892623,-0.009622341195196116,-0.015048579151143215,-0.01691018319365123,-0.007695209354960375,-0.01665019387212041,-0.07058914488943868,-0.0014141918309624746
Madison County,-0.0012402111902484192,-0.0037252536720358,0.0047006872974608704,0.005777478467373198,0.0019382576825486275,0.01413949562097705,0.014566642388929463,0.013673811233035904,0.009172764981620674,0.011294903926482913,0.02055315071209063
Marion County,-0.00480494222628991,-0.0031038050350614688,-0.01049354243542433,0.006409509381191114,-0.008684576192681814,-0.008293423665459598,-0.006124852767962263,-0.00545152879829347,0.0025023832221162667,-0.1061452513966481,-0.010638297872340385
Meriwether County,-0.010129715359581959,-0.012270790887201288,-0.005484974919131802,-0.0006128028660318252,-0.0016036979387764605,-0.00543298530731795,-0.0019475584267527601,0.0023797058683545647,0.002421537438868082,-0.02335164835164838,0.00843881856540074
Miller County,-0.009946192727865677,-0.011198945981554687,-0.017321785476349105,0.007288135593220391,-0.016153457849570896,0.00478878057123322,-0.01004255319148939,-0.02922971114167816,0.0037194473963868546,0.05646726663137458,-0.011357942208117588
Mitchell County,-0.004382605735682055,-0.013376640027351616,-0.004158364376678492,-0.012092214006089619,-0.011579781613244133,-0.0002672724842976981,-0.005792451989484526,-0.007036256890601944,-0.013991695251850511,-0.007735969971619516,-0.007196567790745956
Monroe County,0.006428653426701958,0.0013307478803086248,0.009454738760631853,0.0019559902200489976,0.0017269211998347522,0.007382977926020384,0.010156250000000089,0.013626486944352312,0.0055953202775860245,0.013332369837771418,0.0237467018469657
Montgomery County,-0.012363238512035024,-0.015952143569292088,0.007992795226837712,0.002680366316729854,-0.004343951882379127,0.006376552187045581,0.0040017785682524565,0.013839681133746673,-0.000982854646718323,-0.06241801486663756,0.00886090707706666
Morgan County,0.0005028775772475402,-0.005528873003462498,-0.007075869040265026,0.012046829930433711,0.002961886665921565,0.008357942831671128,0.01530640437641595,0.023620333079351186,0.022915780518928175,0.04859919954259584,0.022851194606919867
Murray County,-0.004275017707173978,-0.001321037522546531,-0.00351046780799269,0.0009955836928496886,0.0054575130062226584,-0.0026378531933242133,0.011164233762270381,0.001886270466034512,0.0040164675168190556,-0.0014501450145014694,0.00032550453202473406
Muscogee County,0.02206967277445826,0.01913074639090806,0.021564520261004638,-0.012902591335988589,-0.00907116455620538,-0.012924469020987761,-0.012711734927732588,0.0025998411208203454,0.008808306150379197,0.055519854748717234,-0.006489176652493267
Newton County,0.0031759348034516854,0.005166955379009686,0.010845342445401807,0.013815402704291602,0.014013723784671805,0.015335493709492942,0.012897896347473514,0.015319314569567144,0.021340684216291317,0.00791820830428791,0.022832062422415422
Oconee County,0.010141187186883283,0.007574619014698358,0.01679544166343483,0.02913390447130615,0.022350828178008486,0.029753771506650706,0.032333188908145516,0.03614710665757315,0.02015189873417711,0.042808219178082085,0.023845220247019405
Oglethorpe County,-0.012826539520515712,-0.013605442176870763,-0.00586206896551722,0.008116545265348662,0.013074593999449435,-0.0008151066431191234,0.009585316111488718,0.012322402531816046,0.012504988692297436,-0.023452897122585692,0.01849983181971071
Paulding County,0.0054611905395376414,0.007966240964862203,0.013989637305699576,0.012175097939022272,0.021061913544513367,0.024549907377497737,0.027198146897017716,0.030317836158404443,0.029304118383774558,0.0021145645060305363,0.02428386184132969
Peach County,-0.0025974950185027046,-0.0006778209839106708,-0.021455090675424837,-0.0007296340885045716,-0.006388959877332012,-0.0038580246913579863,0.002508207000848417,0.014533279370101848,0.0044607238703127106,0.01220348774235469,0.01362582486177999
Pickens County,-0.001494869878371996,-0.004491323579448814,0.004477407888440865,0.014223008608663212,0.011138323212668055,0.017087494608314824,0.028968486983754094,0.015756768752773986,0.01900808389774955,0.020981377113452604,0.020730207302072978
Pierce County,-0.0023388082708765134,0.007086152698598802,0.005978203364723322,-0.0005784906652642752,0.004472742580509337,0.0014144271570013522,0.00439422473320783,0.010312499999999947,0.002319826786266521,0.01434963740163564,0.012879018355136385
Pike County,-0.007641251603547339,-0.0006744604316546443,0.00022497187851522327,-0.0005623031938821743,0.009058174862158319,-0.001059381098410972,0.01657736101808438,0.02245648712458137,0.01777467511545483,-0.0009497177227879572,0.02862424082387105
Polk County,-0.006259479500204668,-0.004360782033578037,-0.003041584543884035,-0.00234306355559899,0.008146589685879224,0.009099953893566992,0.006204309349749915,0.012690597963768369,0.00573478394260496,0.007250797822414112,0.013302271403610844
Pulaski County,-0.011176912169488684,-0.011725010544074266,-0.011778764083304916,-0.0050095007773363065,-0.009635416666666674,-0.00990446139013057,-0.008764164305949063,-0.010538537108154,0.007401390017149456,-0.11629782277573697,0.0054750076041771845
Putnam County,0.0023593808984523346,-0.0050371904717070315,0.006860657676839299,-0.006484962406015038,0.00794626809194976,0.009009854528390537,0.008092270486466324,0.003367780033216361,0.015357027909329135,0.0025811710365439833,0.02009936766034337
Quitman County,-0.023089171974522316,-0.019152404237978815,-0.01620274200249272,-0.03420608108108103,-0.004372540445999107,0.02020202020202011,0.004735256134309029,-0.03427592116538136,0.020408163265306145,-0.03304347826086962,0.00854316546762579
Rabun County,-0.0011673629884492165,0.00282955034754262,-0.007299270072992692,-0.0015447355412753216,0.004022526146419958,0.016580374753451643,0.004062329473109694,0.017693236714975802,0.015605530172669635,-0.012970320168263605,0.013318337871433661
Randolph County,-0.012780386019822676,-0.034346103038309095,-0.014774281805745582,0.01569008608719802,-0.02214627477785369,-0.00041940444568711044,-0.024615384615384595,-0.021221680527674258,-0.0029299736302372814,-0.06303261827799,-0.014113219382154596
Richmond County,-0.002505941667246714,0.00602637849046439,-0.0018332532317281158,-4.46745459329323e-05,0.0009481354989873125,0.0026780533527739347,-0.0010584679912354344,0.00030698388334604587,0.0030292980641202227,0.018204787824653623,-0.003174557016013324
Rockdale County,0.000749774481894061,0.00035119347248402377,0.012509800709161745,0.008090427868056693,0.013780926830386786,0.006457522844476538,0.009045451991684939,0.006703786191536665,0.0026216234154110563,0.03282251569412731,0.004999252248595321
Schley County,0.004581673306772949,-0.003965893317469771,0.014334063308779621,0.01844946025515215,0.0036615918288687155,-0.0055683563748080145,0.011005985711527222,-0.004583651642475206,0.008058326937835814,-0.13627712219261512,-0.013221683561040143
Screven County,-0.006621146285950785,-0.016177185308616227,-0.0017642907551164155,-0.010180275715800602,0.004213984715377483,-0.003200568990042729,-0.004423831608990403,0.0005016842256144738,-0.0010744985673352137,0.008246683399067756,0.003200568990042729
